ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2037-12-31,470.07569763791804,694.3341738389677,957.7939984664953,470.0756825994893,470.0757123334686,353.93430728816065,353.93430728816065,353.93430728816065,353.93430728816065,353.93430728816065,353.93430728816065,0.0,0.0,0.0,824.0100049260786
2038-12-31,485.1512686326319,699.5032528714529,950.1083546542625,485.15125194792256,485.1512847740966,338.59396616476386,338.59396616476386,338.59396616476386,338.59396616476386,338.59396616476386,338.59396616476386,0.0,0.0,0.0,823.7452347973958
2039-12-31,500.22683962734584,687.907624847546,958.6239316429094,500.22682168342243,500.2268574602957,318.96472270133444,318.96472270133444,318.96472270133444,318.96472270133444,318.96472270133444,318.96472270133444,0.0,0.0,0.0,819.1915623286802
2040-12-31,515.3437135562921,752.484179841636,1015.1042671300776,515.3436941682021,515.3437327828015,364.9578739247404,364.9578739247404,364.9578739247404,364.9578739247404,364.9578739247404,364.9578739247404,0.0,0.0,0.0,880.3015874810325
2041-12-31,530.4192845510061,757.747925073257,1014.3568469420895,530.4192631785245,530.4193054470526,353.9343072879079,353.9343072879079,353.9343072879079,353.9343072879079,353.9343072879079,353.9343072879079,0.0,0.0,0.0,884.353591838914
2042-12-31,545.4948555457199,756.0738129196752,1007.2175846161078,545.494832969894,545.4948779317265,338.5939661648129,338.5939661648129,338.5939661648129,338.5939661648129,338.5939661648129,338.5939661648129,0.0,0.0,0.0,884.0888217105328
2043-12-31,560.5704265404338,748.8688122691116,1016.2402155512286,560.5704022886282,560.570450200453,318.964722700897,318.964722700897,318.964722700897,318.964722700897,318.964722700897,318.964722700897,0.0,0.0,0.0,879.5351492413308
2044-12-31,575.68730046938,813.2648833029223,1066.50192758382,575.687274195823,575.6873255363137,364.9578739245568,364.9578739245568,364.9578739245568,364.9578739245568,364.9578739245568,364.9578739245568,0.0,0.0,0.0,940.6451743939368
2045-12-31,590.762871464094,823.3925631629767,1077.4034834837607,590.7628434265273,590.7628978954905,353.93430728794624,353.93430728794624,353.93430728794624,353.93430728794624,353.93430728794624,353.93430728794624,0.0,0.0,0.0,944.6971787520403
2046-12-31,605.8384424588079,820.7155428901686,1065.0685552631644,605.8384126471889,605.8384701186429,338.5939661648415,338.5939661648415,338.5939661648415,338.5939661648415,338.5939661648415,338.5939661648415,0.0,0.0,0.0,944.4324086236494
2047-12-31,620.9140134535219,806.5345516697196,1064.9673905669122,620.9139813953425,620.9140434749512,318.9647227009615,318.9647227009615,318.9647227009615,318.9647227009615,318.9647227009615,318.9647227009615,0.0,0.0,0.0,939.8787361544834
2048-12-31,636.0308873824679,870.480926439029,1126.0858224174685,636.0308531773195,636.0309185907323,364.9578739246405,364.9578739246405,364.9578739246405,364.9578739246405,364.9578739246405,364.9578739246405,0.0,0.0,0.0,1000.9887613071085
2049-12-31,651.106458377182,876.0456416756168,1127.386564337824,651.10642260635,651.1064921947134,353.93430728813917,353.93430728813917,353.93430728813917,353.93430728813917,353.93430728813917,353.93430728813917,0.0,0.0,0.0,1005.0407656653211
2050-12-31,666.1820293718959,885.6221002492848,1136.3100770184994,666.181991443797,666.1820658559832,338.59396616487265,338.59396616487265,338.59396616487265,338.59396616487265,338.59396616487265,338.59396616487265,0.0,0.0,0.0,1004.7759955367685
2051-12-31,681.2576003666098,874.1830246569182,1130.2483505097418,681.2575603865126,681.2576389367875,318.9647227012707,318.9647227012707,318.9647227012707,318.9647227012707,318.9647227012707,318.9647227012707,0.0,0.0,0.0,1000.2223230678806
2052-12-31,696.3744742955561,933.2750204577038,1185.5755990947478,696.3744323080258,696.3745147205632,364.9578739247694,364.9578739247694,364.9578739247694,364.9578739247694,364.9578739247694,364.9578739247694,0.0,0.0,0.0,1061.3323482203255
2053-12-31,711.4500452902699,942.0303864191352,1196.7363312760976,711.450001241766,711.4500874709388,353.9343072879919,353.9343072879919,353.9343072879919,353.9343072879919,353.9343072879919,353.9343072879919,0.0,0.0,0.0,1065.3843525782618
